it;publisher unico;id_ubicacion
1030;Abilene Christian University Press;180
1031;Three Americas;259
1032;Dixon Price Pub;256
1033;Timber Press (OR);5
1034;Pyr;305
1035;Oxford Paperbacks;270
1036;Bps Pub;304
1037;Institute of Latin American St;347
1038;Gallimard Education;319
1039;Aurum;232
1040;Lfb Scholarly Pub Llc;391
1041;Fair Winds Press (MA);388
1042;Worknet Training Services;118
1043;Hill & Wang;153
1044;de Fontein Jeugd;369
1045;New Century Books;26
1046;Rodale Books;250
1047;Crown Pub;293
1048;John Murray;39
1049;Motorbooks;361
1050;Harvest Books;235
1051;Marian Press;382
1052;Detroit : Farmer;330
1053;Schaum's Outline Series;82
1054;Stairwell Books;218
1055;Pan;270
1056;Totline Publications;373
1057;Parenting Press, Inc.;367
1058;McGraw-Hill/Contemporary;188
1059;Bookworld Services;366
1060;Duncan Baird Publishers;105
1061;Frog Books;216
1062;[London] : Hodder and Stoughton;378
1063;Open Road Media Sci-Fi & Fantasy;158
1064;Amphoto Books;79
1065;LoveWorld Publishing;263
1066;Palala Press;176
1067;Schomberg, Ont. : Raven Press;28
1068;Boom;376
1069;R. R. Bowker;347
1070;Horsemanship;141
1071;New World Library;385
1072;Birch Lane Press;374
1073;Wolters Kluwer;373
1074;Little Brown GBR;182
1075;Carroll & Graf Pub;294
1076;Applesauce Press;272
1077;Inner Traditions / Bear & Co;365
1078;Merrell Pub Limited;183
1079;TeamUp;79
1080;Itmb Pub Limited;125
1081;Allison & Busby;172
1082;Albert Whitman;130
1083;Sounds True;130
1084;New York : Herodias;397
1085;Brand New World Publishing;191
1086;Bradt Travel Guides;389
1087;CCH Incorporated;212
1088;White Mane Publishing Company;293
1089;Bendon Publishing;166
1090;Ambassador International;320
1091;New City Press;10
1092;Allen & Unwin Australia;166
1093;C. HURST & CO. PUBLISHERS;263
1094;Pearson Education India;388
1095;Warner Bros Publications;188
1096;Piatkus;236
1097;Red Wheel/Weiser;127
1098;Markus Wiener Pub;220
1099;Bulfinch;57
1100;Tofino, B.C. : Eagle Dancer Enterprises;159
1101;Basic Books;134
1102;Scalo Verlag Ac;320
1103;Morgan James Pub;286
1104;Musson Book Company;387
1105;Prometheus;242
1106;DoctorZed Publishing;87
1107;MIRA;34
1108;Quality Press;24
1109;North South Books;226
1110;Trophy Press;231
1111;YWAM Publishing;218
1112;Teach Yourself the Bible;82
1113;Alan Cook;81
1114;The Countryman Press;315
1115;Sanctuary Pub Limited;377
1116;Rupa Publications;171
1117;Expert Pub Incorporated;124
1118;Marvel;231
1119;National Academies Press;155
1120;Price Stern Sloan;175
1121;Search;369
1122;SCM Press;264
1123;DRG Wholesale;392
1124;Prabhat Prakashan;98
1125;Sankalp Publication;142
1126;Lee Resources, Inc.;99
1127;PHI Learning Pvt. Ltd.;343
1128;Beacon Press (MA);122
1129;Delmar Pub;37
1130;Regnery Pub;32
1131;infinity plus;184
1132;E P Dutton;389
1133;Time Almanac;315
1134;Mahayana Sutra & Tantra Press;284
1135;ASQ Quality Press;182
1136;Westcliffe Pub;298
1137;CCEL;46
1138;Image;89
1139;Big Finish Prod Limited;272
1140;Litres;180
1141;Manning Publications Company;337
1142;International Marine Publishing Company;5
1143;Fox Chapel Publishing;301
1144;Carl Fischer Music Dist;102
1145;London : G. Philip;133
1146;Harvest House Pub;388
1147;McGraw-Hill Humanities/Social Sciences/Languages;273
1148;Laurence King Publishing;344
1149;Weidenfeld & Nicolson;205
1150;Graymalkin Media;258
1151;Smithmark Publishers;224
1152;Mondo Pub;370
1153;New American Library of Canada;350
1154;Wereldbibliotheek;370
1155;CLC Ministries;62
1156;McNally & Loftin Pub;363
1157;Souvenir Press;34
1158;New Edventures Pub;33
1159;Pocket Books;331
1160;James Leasor Publishing;337
1161;The Crowood Press;321
1162;Chiron Publications;80
1163;Aero Pub Incorporated;332
1164;Editions Sedes;221
1165;Twin Palms Pub;5
1166;W. W. Norton;89
1167;Emerge Publishing Group Llc;5
1168;Zed Books;81
1169;Catholic Bible Press;316
1170;Spruce Books;147
1171;International Pub;230
1172;Franklin Watts;242
1173;D & M Publishers;60
1174;PublicAffairs;122
1175;Jovian Press;162
1176;Dutton Adult;62
1177;Walker & Company;232
1178;University Rochester Press;21
1179;Augsburg Books;211
1180;Wait Groupe Press;6
1181;Heinle & Heinle Pub;335
1182;Evans Brothers;220
1183;Lerner Publications;230
1184;Soli Deo Gloria Ministries;92
1185;Masterson Press;96
1186;Uitgeverij Cossee;167
1187;Kitchener, Ont. : Upney Editions;314
1188;Classics in Women's Studies;388
1189;[Columbus] : Ohio State University Press;241
1190;DK Eyewitness Travel;379
1191;Japan Publications Trading;159
1192;VI Boeken;318
1193;Cambridge (Mass.) : M.I.T. Press;387
1194;Insomniac Press;388
1195;Trieste Publishing;171
1196;Arco Pub;153
1197;Halsted Press;93
1198;Avon;328
1199;Sharon's Books;173
1200;Jane Roberts Wood;177
1201;Encounter Books;180
1202;Borealis Book;263
1203;Kyle Books;45
1204;Monkeybrain;19
1205;PBS Publications;382
1206;Chick Publications;89
1207;Tuttle Pub;51
1208;Univ. of Queensland Press;273
1209;"James Lorimer &amp; Company";282
1210;Jones & Bartlett Publishers;338
1211;Ivy Press (TX);372
1212;Flowerfield Enterprises Llc;155
1213;Coronet;13
1214;StarWalk Kids Media;146
1215;Amer Foundation for the Blind;177
1216;Tommy Nelson;188
1217;Alpha Books;223
1218;Walter de Gruyter;147
1219;Arctic Studies Center;103
1220;Scholastic Incorporated;113
1221;Enslow Publishing, LLC;279
1222;Elizabeth, N.J. : Hollym International Corporation;302
1223;Mills & Boon;172
1224;James Lorimer & Company;98
1225;Prentice Hall Press;345
1226;D K Ink;52
1227;Tor Books;170
1228;World Scientific Publishing Company;394
1229;Athena Pub;153
1230;Hoover Press;125
1231;Diamond Pocket Books Pvt Ltd;293
1232;Russell Sage Foundation;67
1233;Amadeus Press;367
1234;Oldcastle Books;211
1235;University of Alaska Press;201
1236;See-Mores Workshop;357
1237;Crowood Press;9
1238;Frontline Books;229
1239;Addison-Wesley Longman Limited;245
1240;Appa the Association of Higher Education Facilities;62
1241;Pocket;387
1242;Scepter Publishers;289
1243;Corgi;159
1244;Funstory;271
1245;New York : Walker and Company;137
1246;West Academic;92
1247;Flammarion-Pere Castor;246
1248;Candlewick Press (MA);28
1249;Natural Law and Enlightenment;178
1250;TFH Publications;230
1251;Cajunflair Publishing;9
1252;Rowman & Littlefield Publishers;329
1253;Peter Owen Publishers;92
1254;Infinity Pub;375
1255;Nilgiri Press;140
1256;Assn for Healthcare Documentation;91
1257;Transaction Large Print;111
1258;Heritage Capital Corporation;202
1259;Barefoot Books;309
1260;National Geographic School Publishing;295
1261;Dramatic Pub.;387
1262;Panoply Publications;394
1263;American Society of Mechanical Engineers;256
1264;Kar-Ben;226
1265;PublishAmerica;133
1266;Tor Fantasy;300
1267;Nordic Council of Ministers;114
1268;Ecco;82
1269;Castle Books;250
1270;Signatuur;77
1271;Moody Pub;301
1272;Focus on the Family Pub;315
1273;Prima Pub;259
1274;Random House Value Publishing;95
1275;River Lights Publishers;340
1276;Associated University Presses;31
1277;Rodger Malcolm Mitchell;251
1278;Twenty-First Century Books;175
1279;Betterway Books;167
1280;Lantern Books;77
1281;Marsilio Pub;336
1282;Sure Sellers Incorporated;101
1283;McGraw-Hill Education / Medical;145
1284;Greenwillow;106
1285;Marson Jar Cookbook;394
1286;Atwood Pub;390
1287;Canelo;386
1288;Southern Africa Press;13
1289;Newnes;282
1290;Kingston, Jamaica : Ian Randle Publishers;273
1291;American Geophysical Union;138
1292;Garden City: Doubleday;399
1293;e-artnow sro;97
1294;Protea Pub;65
1295;FT Press;389
1296;F+W Media, Inc.;62
1297;Dorrance Publishing Company;38
1298;Ignatius Press;176
1299;William B. Eerdmans Publishing Company;284
1300;ELLUG;318
1301;Creative Pub;84
1302;Steeple Hill;325
1303;Virtualbookworm Publishing;69
1304;Pinnacle Books;36
1305;Gauntlet Press;119
1306;Pfeiffer;240
1307;North Atlantic Books;258
1308;Skyhorse + ORM;69
1309;Penn State Press;397
1310;ACP Press;250
1311;Creation Book Publishers;254
1312;Pustaka Nasional Pte Ltd;294
1313;New York : G. Wittenborn;196
1314;Karakter;51
1315;Firefly Books Limited;395
1316;Schreiber Pub;398
1317;Hodder Paperbacks;325
1318;Triskelion Pub;172
1319;Berkley Publishing Group;285
1320;T A B-Aero;151
1321;Index Publishing Group, Incorporated;43
1322;GagasMedia;88
1323;Mango Media;186
1324;HCom;50
1325;New York : Simon and Schuster;9
1326;Penguin Books India;198
1327;Fearon Teacher AIDS;383
1328;Publish America;255
1329;New York : Bowker;36
1330;Wm. B. Eerdmans Publishing Company;33
1331;D A W Books, Incorporated;306
1332;Yesterdays Classics;189
1333;Tab Books;292
1334;Old Saltbox Publishing Company;307
1335;Orchard Books (NY);77
1336;William Morrow;275
1337;Spectra;105
1338;Dial Books;201
1339;Philadelphia : Westminster;387
1340;Harper Collins publishers;348
1341;Great Biographies;32
1342;The Lawbook Exchange, Ltd.;233
1343;Peter Pauper Press, Inc.;215
1344;Tate Publishing;295
1345;Ch. Links Verlag;375
1346;Light Technology Publishing;169
1347;ASCSA;388
1348;Quirk Books;395
1349;Perigee Trade;243
1350;Master Books;314
1351;Crossroad;80
1352;Leopold;98
1353;Lynne Rienner Publishers;390
1354;Summit Publishing Group;240
1355;Berrett-Koehler Pub;176
1356;R & E Pub;85
1357;Fulton Books, Inc.;392
1358;The Maverick Company;82
1359;Vertical Inc;48
1360;Birkhauser;14
1361;Bull Publishing Company;85
1362;HarperEntertainment;87
1363;Sweeday & the Fam Productions;175
1364;Research Triangle Pub;121
1365;Random House of Canada;356
1366;Camino Books Incorporated;380
1367;Head of Zeus Ltd;30
1368;Churchill Livingstone;261
1369;Avalon Travel Publishing;390
1370;Harpercollins College Division;313
1371;London : Spring Books;250
1372;Grosset & Dunlap;167
1373;Clarion Books;231
1374;Brooks/Cole Publishing Company;221
1375;Presbyterian Publishing Corp;262
1376;Giffodess Books;364
1377;Overlook Juvenile;162
1378;Stevens Book Press;25
1379;Artech House;133
1380;Prentice Hall Direct;79
1381;Uitgeverij Kok;141
1382;Rayo;10
1383;Double Dragon Publishing;260
1384;St Augustine PressInc;392
1385;Peabody Museum of Archaeology &;28
1386;Research & Education Assn;388
1387;McFarland & Company Incorporated Pub;183
1388;Orion;353
1389;Celestial Arts;12
1390;Orchard Books;279
1391;Storydesign Limited;166
1392;Publications International;112
1393;Strelbytskyy Multimedia Publishing;239
1394;Greenery Press (CA);81
1395;Omnibus Press;198
1396;Sophie Love;134
1397;Belgrave House;346
1398;Nancy Drew;9
1399;Charles C Thomas Pub Limited;331
1400;Akashic Books;31
1401;Naval Historical Center;90
1402;Thorsons Pub;17
1403;Daniel & Daniel Publishers;111
1404;HarperOne;325
1405;Vintage Books USA;235
1406;EquiLibrium Press;229
1407;Mutual Publishing Company;397
1408;Turner Pub;299
1409;IDW Publishing;158
1410;Walter Foster Publishing;331
1411;Solid Christian Books;400
1412;Art Instruction Assoc;57
1413;Surrey, B.C. : Heritage House Pub.;180
1414;Hot Alpha Publishing  ;148
1415;Aneko Press;32
1416;Vital Issues Press;86
1417;London : Barker;239
1418;Ave Maria Press;355
1419;"Harmondsworth, Eng. ; Toronto : Penguin Books";59
1420;Lionheart Foundation;353
1421;1st Book Library;282
1422;Orb Books;274
1423;One World;168
1424;McGraw-Hill Humanities, Social Sciences & World Languages;324
1425;Beaufort Books;331
1426;Robson Books Limited;348
1427;Red Dress Ink;395
1428;Railroads of Nevada & Eastern;145
1429;C.A. Szarek;47
1430;Washington, D.C. : American Educational Trust;394
1431;Wheeler Pub Incorporated;388
1432;eBookIt.com;314
1433;"New York, N.Y. : Macmillan ; Toronto : Maxwell Macmillan Canada";337
1434;Hearst Communications;172
1435;Huntington House Pub;266
1436;ISACO Ltd;400
1437;[Montréal] : F.C. Dorrance;127
1438;Random House Business Books;18
1439;Lee & Low Books;254
1440;University of Notre Dame Pess;201
1441;Shuttle Craft Books;9
1442;Harper;228
1443;Waveland Press;153
1444;Landauer (IA);204
1445;Paulinas;293
1446;Scholastic Press;58
1447;Alfred Music Publishing;347
1448;Financial Times Management;349
1449;Devorss & Company;108
1450;Watson-Guptill;265
1451;Northeastern University Press;198
1452;Avery Publishing Group;185
1453;Amereon Limited;139
1454;St Kitts Press;394
1455;ePublishing Works!;328
1456;Warrigal Publishing;181
1457;Harvill Press;382
1458;Crcs Publications;83
1459;Reed Reference Publishing;384
1460;Thomas Nelson Publishers;159
1461;Gom Paraclete Press;370
1462;Primento;5
1463;Readers Digest;265
1464;AHA! Process;217
1465;OakHill Press;385
1466;All Points Books;43
1467;William H Sadlier;312
1468;Multilingual Matters;12
1469;Bethlehem Books;69
1470;Kaplan;43
1471;RH Childrens Books;242
1472;Whitman Publishing;354
1473;Kids Play;346
1474;Snow Lion Pubns;197
1475;Prestel Pub;365
1476;Hebuilds;168
1477;Cbpa;38
1478;Addison Wesley Longman;183
1479;Pocket Books/Star Trek;30
1480;Jessica Kingsley Pub;197
1481;Hw Wilson Company;130
1482;Penn State University Press;352
1483;US Institute of Peace Press;98
1484;Leonaur Limited;67
1485;Church Publishing;27
1486;Van Nostrand Reinhold;134
1487;Profile Books(GB);248
1488;Gallery Books;345
1489;Master Media Publishing Corporation;129
1490;London : Tinsley Bros.;301
1491;Human Kinetics;371
1492;University Press of America;293
1493;Virgin Books Limited;82
1494;New York : Delacorte Press/E. Friede;372
1495;Broadway Business;92
1496;Origin, Incorporated;49
1497;Rizzoli Publications;119
1498;Apollo;69
1499;Delano Greenridge Editions;90
1500;Virago Press;373
1501;Bloomsbury Methuen Drama;265
1502;Pioneer Drama Service, Inc.;342
1503;Markham, Ont. : MurderWillOut Mysteries;158
1504;HarperCollins Christian Publishing;214
1505;Running Press;176
1506;Omniboek;27
1507;Reaktion Books;395
1508;Laitman Kabbalah Publishers;96
1509;French & European Publications Incorporated;246
1510;Springer Science & Business;211
1511;Harper Voyager;154
1512;Nova Publishers;225
1513;Signet Classic;152
1514;21st Century Press;330
1515;Kids Can Press Ltd;222
1516;Western Publishing Company;339
1517;Melbourne : Nelson;31
1518;Echo Point Books & Media;46
1519;TarcherPerigee;232
1520;Nelson Reference & Electronic Pub;173
1521;Apdg Pub;73
1522;VNR AG;144
1523;Workman Publishing;282
1524;M. Evans;331
1525;Random House Puzzles & Games;187
1526;Dufour Editions;17
1527;Club Readership;52
1528;Greenhill Press;42
1529;ABRAMS;78
1530;PLAZA & JANÉS;187
1531;New York : Macmillan;165
1532;Fireship Press;302
1533;Amer Society of Mechanical;140
1534;Stanley Hastings Mysteries (Pa;389
1535;Concept Publishing Company;169
1536;Parissound Pub;361
1537;Inter-Varsity Press;283
1538;The Good Book Company;282
1539;MCS MISSION ;219
1540;Woodbridge, Ont. : Italic Sports Pub.;50
1541;Dover;94
1542;Palgrave Macmillan;289
1543;Devil's Panties LLC;32
1544;Sagwan Press;187
1545;Cotton-Branch Publishing;5
1546;Arcadia Publishing (SC);49
1547;VIP;287
1548;CUA Press;285
1549;Universitaire Pers Leuven;397
1550;Crossroad 8 Avenue;285
1551;The Bhaktivedanta Book Trust;18
1552;Ashgate Pub Limited;295
1553;Studera Press;272
1554;Bedford/St. Martin's;35
1555;Frances Lincoln Children's Books;227
1556;Bonus Books, Inc.;103
1557;Mosby;377
1558;Urban Ministries Inc;336
1559;Jonathan Cape;132
1560;Nine-Heart-Nine Pub;237
1561;LA Plantz Studio;208
1562;University of Queensland Press(Australia);188
1563;Aeterna Press;271
1564;Twenty-Third Publications;128
1565;Gale / Cengage Learning;89
1566;Bons Mots, Inc.;394
1567;Buffalo Fine Arts Academy;5
1568;Oxford University Press (UK);368
